variable,estimate,standard_error,z_value,p_value
(Intercept),-6.1230028224661455,0.07014968434238375,-87.28482358639334,0
PM2.5_concentration,0.018081406755787562,0.006507222504507917,2.7786673566581688,0.005458238832970893
"factor(population_density_quantile)(14.3,42.1]",0.020808834882321194,0.02099312627522336,0.9912213459545722,0.3215775095998052
"factor(population_density_quantile)(383,7.94e+04]",-0.011763205847665187,0.021531576441983953,-0.5463234835294442,0.5848435965913854
"factor(population_density_quantile)(42.1,107]",3.9630806551029337e-4,0.01888560063821241,0.020984668324946925,0.9832578858882235
"factor(population_density_quantile)[0.218,14.3]",0.0037564289308824757,0.029354774250142854,0.12796654128124305,0.8981754514912961
scale(proportion_poor),0.01086361235492617,0.008568498689361475,1.2678548190028056,0.20484980134060887
scale(log(median_house_value)),-0.050801346162657766,0.014697523906389528,-3.4564561001035448,5.47328351987338e-4
scale(log(median_household_income)),-0.01418963293849804,0.01466451562262079,-0.9676168857981087,0.3332357409348668
scale(proportion_owner_occupied),0.02743375183123824,0.008883528981368256,3.0881592088882734,0.0020140054144503036
scale(proportion_no_high_school),0.06096299672030589,0.010523112792251219,5.793247485211457,6.903825617899755e-9
scale(proportion_black),-0.022896324157089497,0.010072655052324558,-2.2731170717303084,0.02301912591782292
scale(proportion_hispanic),0.02359609923613575,0.010647434336110116,2.21613005455324,0.026682596452060336
scale(proportion_65_and_over),0.13011322298246497,0.013527854898678209,9.618171096378198,6.701201593158427e-22
scale(proportion_15_to_44),-0.08296424080896847,0.016684292302419544,-4.9725957388637365,6.606232783387017e-7
scale(proportion_45_to_64),-0.06216538244182339,0.012991518428849042,-4.785074414687245,1.7092399404211921e-6
scale(days_since_social_distancing),0.005669728281471157,0.044593230900073375,0.12714324948053557,0.898827021070349
scale(days_since_covid),0.06801237274241145,0.01895538510808764,3.588023791370654,3.331938922575985e-4
scale(hospital_beds/population),0.052936502036115614,0.00740715400540309,7.146672257320625,8.890680451991712e-13
scale(proportion_obsese),0.02814389886033476,0.008455231125689536,3.328578301641587,8.729046361457557e-4
scale(proportion_smoke),0.08910352687962228,0.014423680124910559,6.177586171349929,6.508905160181847e-10
scale(summer_mean_maximum_temperature),0.14603329580049526,0.020229839506998085,7.218707580452041,5.24839757264503e-13
scale(winter_mean_maximum_temperature),-0.0658938617163787,0.028672469251189003,-2.2981578997995156,0.021552803863583547
scale(summer_mean_relative_humidity),0.0036913061334492214,0.020071368537845368,0.18390904070587494,0.854084812325723
scale(winter_mean_relative_humidity),-0.039570115459154065,0.012460734427932241,-3.175584528184219,0.0014953494896135797
