variable,estimate,standard_error,z_value,p_value
(Intercept),-6.477790210579794,0.07774731805145457,-83.31850374944993,0
PM2.5_concentration,0.02452466680587193,0.0072517570945964385,3.381893034468322,7.198816982599675e-4
"factor(population_density_quantile)(14.3,42.1]",0.045225152790313486,0.02344959956193139,1.92861087759183,0.053779187633617616
"factor(population_density_quantile)(383,7.94e+04]",0.020761722159990406,0.02401905603708988,0.8643854332963983,0.38737619222800945
"factor(population_density_quantile)(42.1,107]",0.006590323745433583,0.021097326125423064,0.3123772039287954,0.7547538728213068
"factor(population_density_quantile)[0.218,14.3]",0.03592332883506964,0.03251761816461521,1.1047343213519998,0.2692747270143363
scale(proportion_poor),0.016325425466137054,0.009640726987365506,1.6933811617663344,0.09038293828958191
scale(log(median_house_value)),-0.06424309607958428,0.016564441475497967,-3.8783738150551184,1.0515704718909405e-4
scale(log(median_household_income)),0.02702999565447516,0.016481787458019002,1.639991762017539,0.10100687981913797
scale(proportion_owner_occupied),0.026663991747477536,0.009943871137211449,2.6814498478059416,0.0073303901318709785
scale(proportion_no_high_school),0.0718734254079165,0.011814673831434065,6.083403268966292,1.1765791438313432e-9
scale(proportion_black),0.011283191333710127,0.011223841840591046,1.0052878055448395,0.3147582852700177
scale(proportion_hispanic),0.057541090836388795,0.011870750469264484,4.847300175786954,1.2515298804657235e-6
scale(proportion_65_and_over),0.15834020524913564,0.015168387159813789,10.438829361412441,1.6483074679013635e-25
scale(proportion_15_to_44),-0.09156649014830956,0.018442443759462978,-4.964986817504919,6.870573663142976e-7
scale(proportion_45_to_64),-0.10080516331036185,0.014378819822421703,-7.010670177059364,2.3717925856761724e-12
scale(days_since_social_distancing),0.015451174410320602,0.04864308336099708,0.31764381167312344,0.7507551370266546
scale(days_since_covid),0.0756438181337493,0.015436147055818979,4.900433888081792,9.562523295184852e-7
scale(hospital_beds/population),0.06007421398518328,0.008231398115230423,7.298178650116427,2.9168918131187807e-13
scale(proportion_obsese),0.014632048791993264,0.00942216780954009,1.5529386748109166,0.12043778610583607
scale(proportion_smoke),0.09460116394823079,0.0159725273182817,5.9227423477280885,3.166167068011613e-9
scale(summer_mean_maximum_temperature),0.18526173574735352,0.022632289061091288,8.185726828040988,2.706650644325258e-16
scale(winter_mean_maximum_temperature),-0.19363099445116333,0.03203929082687979,-6.0435480765608585,1.5076142406932681e-9
scale(summer_mean_relative_humidity),0.04192725285149826,0.022251938930167536,1.8842067193819405,0.059537019013451556
scale(winter_mean_relative_humidity),-0.07259973314125782,0.013923465409450794,-5.2141999858727335,1.8461221977993225e-7
