variable,estimate,standard_error,z_value,p_value
(Intercept),-9.705871022445663,0.22287715013541942,-43.54807577424787,0
PM2.5_concentration,0.07864589674447908,0.022550402321502714,3.487560692852343,4.8744827513868514e-4
"factor(population_density_quantile)(14.3,42.1]",0.16020588192495613,0.0746858409134473,2.1450636421248466,0.03194775889464715
"factor(population_density_quantile)(383,7.94e+04]",0.2300991700832311,0.0711368585848539,3.234598415795418,0.0012181393089386225
"factor(population_density_quantile)(42.1,107]",0.1534557766687082,0.06447762872695115,2.379984805560395,0.01731335192865745
"factor(population_density_quantile)[0.218,14.3]",0.2515305484843463,0.11045079298611998,2.277308670078588,0.02276779956414084
scale(proportion_poor),0.03536055899450377,0.03161849637751491,1.1183504292016233,0.2634173568039069
scale(log(median_house_value)),0.15024181561787595,0.056066400887240346,2.679712149171825,0.007368549415499394
scale(log(median_household_income)),0.14877603140339515,0.054725432143153944,2.71859034414234,0.006556074903845669
scale(proportion_owner_occupied),0.0897805969381378,0.03220083821358805,2.7881447166879134,0.005301085747769645
scale(proportion_no_high_school),0.17299703565419292,0.03844148695785526,4.500269093228772,6.786749222763555e-6
scale(proportion_black),0.32926440286278486,0.033586786165797966,9.803391168104103,1.088679751042597e-22
scale(proportion_hispanic),0.15190578805918173,0.038293825017237965,3.966848127362606,7.282936762242561e-5
scale(proportion_65_and_over),-0.004293125780266053,0.04809637928172761,-0.08926089332252632,0.9288745725747233
scale(proportion_15_to_44),-0.27651343935846234,0.05974438626783927,-4.628274832698567,3.6872447576851976e-6
scale(proportion_45_to_64),-0.23929860911869005,0.04448223800365995,-5.379644097471014,7.463323630532335e-8
scale(days_since_social_distancing),0.16225728069087758,0.11162074469192183,1.4536480753529715,0.1460439009306873
scale(days_since_covid),0.5822181539199287,0.05959008225561346,9.770386814075644,1.5087492270130483e-22
scale(hospital_beds/population),0.019230627719315434,0.030588852828718243,0.6286809063091383,0.5295579807772375
scale(proportion_obsese),-0.006887796382580406,0.029996674078168934,-0.22961866921083848,0.8183880985276368
scale(proportion_smoke),0.18628150928640402,0.05209488323973407,3.5758120126531443,3.491424828182838e-4
scale(summer_mean_maximum_temperature),0.137961385895045,0.06955313682911131,1.983539379884612,0.04730721285442856
scale(winter_mean_maximum_temperature),-0.10952407957069304,0.09419317973880259,-1.1627601900095421,0.24492681327242333
scale(summer_mean_relative_humidity),-0.032259910447407676,0.0671248486735644,-0.48059565250256586,0.6308039059199559
scale(winter_mean_relative_humidity),-0.0735524331345433,0.04328661359166573,-1.6991958259517175,0.0892822925984417
