variable,estimate,standard_error,z_value,p_value
(Intercept),-7.83012780149335,0.13321938516295503,-58.77618930544886,0
PM2.5_concentration,0.030132335309879486,0.013120547831414918,2.2965760040699474,0.021642968822825192
"factor(population_density_quantile)(14.3,42.1]",0.11476758905350735,0.04301747138787898,2.6679296888158186,0.007632022800678503
"factor(population_density_quantile)(383,7.94e+04]",0.16241631800819245,0.044051997572050576,3.6869228856772622,2.269821024362648e-4
"factor(population_density_quantile)(42.1,107]",0.07127605886490541,0.03864412288455232,1.8444217010136215,0.06512170710275146
"factor(population_density_quantile)[0.218,14.3]",0.13773624753362468,0.06038816221409462,2.280848472343094,0.02255741493614953
scale(proportion_poor),0.026454207448904334,0.017665253033926295,1.497527796409073,0.13425597845948212
scale(log(median_house_value)),0.01629122247096814,0.03009701840915887,0.5412902450832316,0.5883075431202682
scale(log(median_household_income)),0.07075971851016243,0.03022040984644614,2.3414546285011295,0.019208760545108
scale(proportion_owner_occupied),0.045608294316112144,0.018133915782633736,2.515082504121351,0.01190045312066151
scale(proportion_no_high_school),0.16159341378041783,0.021646111309755373,7.465239897735887,8.314798383846285e-14
scale(proportion_black),0.11714419419380091,0.02026459265388616,5.780732738851085,7.4375965981444624e-9
scale(proportion_hispanic),0.10366827025083747,0.021272092430687523,4.873440193466048,1.0967147930390836e-6
scale(proportion_65_and_over),0.11448464111876838,0.027500097933054624,4.163063033355961,3.140066378785493e-5
scale(proportion_15_to_44),-0.11869032097814479,0.031498894703193246,-3.7680789150392755,1.6450870099697998e-4
scale(proportion_45_to_64),-0.12461430655752022,0.024737241424014202,-5.037518307783027,4.7160646485615444e-7
scale(days_since_social_distancing),0.009697223969040422,0.07292780440026131,0.13297018947420383,0.8942169564628387
scale(days_since_covid),0.0868076445266448,0.02271519076930468,3.821567928187909,1.3260587596628962e-4
scale(hospital_beds/population),0.07543979734345814,0.01576479674662917,4.785332697650459,1.707043291040164e-6
scale(proportion_obsese),-0.009964720167347823,0.017088075835317476,-0.5831388076329128,0.5597998608589938
scale(proportion_smoke),0.1327940476387736,0.028876910480246393,4.598623794246029,4.252909729272269e-6
scale(summer_mean_maximum_temperature),0.2366520550138555,0.04110242761092021,5.7576174637183994,8.5309404980968e-9
scale(winter_mean_maximum_temperature),-0.11321226058682056,0.05580362088270604,-2.0287619117903133,0.04248254648140631
scale(summer_mean_relative_humidity),0.08097176720711162,0.039096030236595025,2.0710994624543666,0.03834950208996736
scale(winter_mean_relative_humidity),-0.07585819482083163,0.02489662868881509,-3.0469263838485583,0.0023119432347367273
