variable,estimate,standard_error,z_value,p_value
(Intercept),-10.191726872642722,0.24813686149250383,-41.07300628911441,0
PM2.5_concentration,0.10078038718952166,0.025194452265284578,4.00010232920947,6.331509978859953e-5
"factor(population_density_quantile)(14.3,42.1]",0.18700172221296385,0.08336736292573416,2.243104683298546,0.024890064748418466
"factor(population_density_quantile)(383,7.94e+04]",0.23644971161504375,0.07886028527128029,2.99833700577742,0.002714573163765418
"factor(population_density_quantile)(42.1,107]",0.18117159795065646,0.07172262591839806,2.5260034142752,0.011536836003631482
"factor(population_density_quantile)[0.218,14.3]",0.31087082885038103,0.1245206096076817,2.496541173624349,0.012541110867362598
scale(proportion_poor),0.035031679409768084,0.03539639998533958,0.9896961110247777,0.32232267643159235
scale(log(median_house_value)),0.13761481408782755,0.06375042056831508,2.158649509462596,0.030877368654461616
scale(log(median_household_income)),0.17003630880812332,0.06222568453572786,2.732574339306694,0.006284148833411187
scale(proportion_owner_occupied),0.10303454426530385,0.03616141681474539,2.8492950039305396,0.004381623197863917
scale(proportion_no_high_school),0.1675988103140817,0.04308020345700932,3.890390408237794,1.0008307005856787e-4
scale(proportion_black),0.3767479104901153,0.03738926928058005,10.076364629190488,7.027835382853684e-24
scale(proportion_hispanic),0.09526614370295497,0.04341193396172852,2.194469009073416,0.028201709537957923
scale(proportion_65_and_over),0.014140343940855449,0.05334903393941763,0.26505342077820965,0.7909683091434772
scale(proportion_15_to_44),-0.27522822811523234,0.06666664502207949,-4.128424762099231,3.6525691439447676e-5
scale(proportion_45_to_64),-0.27595735041578084,0.049691422659086076,-5.5534202010882066,2.801335788236062e-8
scale(days_since_social_distancing),0.17416033428576375,0.12083486868939129,1.441308590597692,0.14949752141609102
scale(days_since_covid),0.6942237907280495,0.06935526478178045,10.009676884838617,1.38203175758221e-23
scale(hospital_beds/population),0.006430102753857568,0.03421681277110799,0.18792231751307423,0.8509375475636789
scale(proportion_obsese),-0.013689390821300027,0.033406870467985315,-0.4097777082836577,0.6819690200249022
scale(proportion_smoke),0.1685218406107856,0.059137829543754045,2.8496453439519973,0.0043768003108203436
scale(summer_mean_maximum_temperature),0.09257509274344443,0.07708748443319564,1.200909504624845,0.22978630694832736
scale(winter_mean_maximum_temperature),-0.1532347331161452,0.1044817585811539,-1.4666170937113725,0.1424802473400947
scale(summer_mean_relative_humidity),-0.035730745092103985,0.07449939281166684,-0.4796112255898606,0.6315038627190307
scale(winter_mean_relative_humidity),-0.07251090970453974,0.04865309542049829,-1.4903658046388102,0.136128078620187
