variable,estimate,standard_error,z_value,p_value
(Intercept),-5.909033880481945,0.06584959932749387,-89.73530501065288,0
PM2.5_concentration,0.015602056861902181,0.006106979404817367,2.554791137758679,0.010625153228336352
"factor(population_density_quantile)(14.3,42.1]",0.008863626680331001,0.019688530846305105,0.45019238609133777,0.6525717258350496
"factor(population_density_quantile)(383,7.94e+04]",-0.014718249924736136,0.02020695129182051,-0.728375582846774,0.4663837059342404
"factor(population_density_quantile)(42.1,107]",-0.008903836639516948,0.017738065676870945,-0.5019620967536983,0.6156941833414733
"factor(population_density_quantile)[0.218,14.3]",-5.574666375299285e-4,0.027399444662907908,-0.020345910086440582,0.9837674324025519
scale(proportion_poor),0.006998695698679237,0.008068114861692295,0.8674511727527952,0.3856948539100493
scale(log(median_house_value)),-0.05676820423446509,0.013828597967137793,-4.105130857760761,4.040860733382328e-5
scale(log(median_household_income)),-0.02460830078861839,0.013789893950243376,-1.784517043960594,0.07433968779122156
scale(proportion_owner_occupied),0.029562626303232625,0.008327441341547503,3.550025162679675,3.851943316387827e-4
scale(proportion_no_high_school),0.052549364511311036,0.00988582222745975,5.3156291203927575,1.0628944650616053e-7
scale(proportion_black),-0.0376898182003986,0.009508926443355633,-3.9636249607056726,7.38201941424291e-5
scale(proportion_hispanic),0.02594353659696252,0.01005567653984966,2.579989172697713,0.009880341291346633
scale(proportion_65_and_over),0.11985401731837081,0.012664659152420146,9.463659138072213,2.9735142720282377e-21
scale(proportion_15_to_44),-0.08817622677504608,0.015636164898608328,-5.639248968453516,1.7079344259496124e-8
scale(proportion_45_to_64),-0.04864611248380896,0.012195991835457819,-3.988696707911732,6.643729878512993e-5
scale(days_since_social_distancing),0.03509072285912488,0.041798650385871564,0.8395180833634274,0.4011786459014027
scale(days_since_covid),0.06085898445908434,0.018569114085639136,3.2774306936996567,0.0010475644426642483
scale(hospital_beds/population),0.04788547356189873,0.006916702603582019,6.923165026222151,4.416627446798587e-12
scale(proportion_obsese),0.02811410756515056,0.007944870439790338,3.538648965796412,4.0218028689651965e-4
scale(proportion_smoke),0.09544055207262228,0.013584362374175537,7.025766056863951,2.1289491375116924e-12
scale(summer_mean_maximum_temperature),0.13208004256906428,0.018882101244137826,6.9949864615872714,2.652845449882358e-12
scale(winter_mean_maximum_temperature),-0.07965061017509957,0.026969911265302307,-2.9533137647943524,0.003143822401267547
scale(summer_mean_relative_humidity),-0.007023620051988539,0.018740591718556854,-0.3747811252423679,0.7078232527208315
scale(winter_mean_relative_humidity),-0.040739714305350894,0.011708073021937923,-3.4796259152992235,5.021143545479159e-4
