variable,estimate,standard_error,z_value,p_value
(Intercept),-6.3378093542901395,0.07377947739912549,-85.90206352376876,0
PM2.5_concentration,0.023062802156577213,0.00689751173667564,3.343640871815708,8.268670126022672e-4
"factor(population_density_quantile)(14.3,42.1]",0.030339275840118984,0.022284972094414584,1.3614231021506686,0.17338001948436632
"factor(population_density_quantile)(383,7.94e+04]",0.0013000035650105378,0.02281376343146066,0.05698330172117966,0.9545584968218328
"factor(population_density_quantile)(42.1,107]",0.003296442407670065,0.0200326419126945,0.1645535532475694,0.8692953918632066
"factor(population_density_quantile)[0.218,14.3]",0.012023997247122071,0.031036012120702516,0.3874208194132482,0.6984446932661444
scale(proportion_poor),0.01577515957022957,0.009130316484610526,1.7277779578417858,0.08402804065292534
scale(log(median_house_value)),-0.05571360763289749,0.015656290907301664,-3.558544483030409,3.729156400246086e-4
scale(log(median_household_income)),0.009470289371418212,0.015617661586771489,0.6063833128155216,0.5442602468390292
scale(proportion_owner_occupied),0.02719105400920214,0.009453796214341299,2.8762047956939907,0.004024884797567357
scale(proportion_no_high_school),0.062347170314065434,0.011206342320484395,5.563561109506645,2.6432424049307033e-8
scale(proportion_black),-0.004892204212874196,0.010671674360171924,-0.4584289257487596,0.6466443142114979
scale(proportion_hispanic),0.04063450393423731,0.011269845277614404,3.605595545748149,3.1143787565997467e-4
scale(proportion_65_and_over),0.1466100246692987,0.014423212103135689,10.16486644035588,2.845116889098552e-24
scale(proportion_15_to_44),-0.09153694404614,0.017594317979613437,-5.202642361710411,1.9647474605428398e-7
scale(proportion_45_to_64),-0.08531028089614165,0.013695220788767472,-6.229200843998902,4.688204527622004e-10
scale(days_since_social_distancing),0.005163508723255497,0.0460815954149452,0.1120514313091874,0.9107826270152835
scale(days_since_covid),0.07672576579384853,0.01699964161495345,4.513375489419612,6.380391359834179e-6
scale(hospital_beds/population),0.05889148736893238,0.007874467229830128,7.478790075579857,7.500998025446615e-14
scale(proportion_obsese),0.020780931985639507,0.008961892808996837,2.318810593759562,0.020405308534607338
scale(proportion_smoke),0.09400209963787913,0.015241791902121594,6.167391619143838,6.94256659501197e-10
scale(summer_mean_maximum_temperature),0.15577968387170354,0.021518255901167908,7.239419615938695,4.506088566105667e-13
scale(winter_mean_maximum_temperature),-0.10090072928753582,0.030318465119617798,-3.328028938452007,8.746278068918251e-4
scale(summer_mean_relative_humidity),0.025835930958182263,0.021132715402856658,1.2225561394107374,0.221497387810697
scale(winter_mean_relative_humidity),-0.05992470053640922,0.013203279837529145,-4.538622317621308,5.662294751685174e-6
