variable,estimate,standard_error,z_value,p_value
(Intercept),-7.383215974221691,0.11884946843076902,-62.12241477985648,0
PM2.5_concentration,0.01595653977646913,0.011339580709407241,1.4071543018545378,0.15938163902322144
"factor(population_density_quantile)(14.3,42.1]",0.11119452513274693,0.03690889415883122,3.012675607517256,0.002589555631844292
"factor(population_density_quantile)(383,7.94e+04]",0.10618417114740018,0.03792922732054444,2.799534254943425,0.005117638635191376
"factor(population_density_quantile)(42.1,107]",0.04402014071641287,0.033342122429872674,1.3202561057412858,0.1867495253698449
"factor(population_density_quantile)[0.218,14.3]",0.16523357342273,0.051163003826176424,3.2295518453940324,0.0012398439911980533
scale(proportion_poor),0.020895172426068843,0.015185646195838013,1.3759817762510271,0.16882727538157732
scale(log(median_house_value)),-0.015108367577102613,0.025813939639153457,-0.5852794183413562,0.5583598515993972
scale(log(median_household_income)),0.049298820710558806,0.02586647040254523,1.9058967050142204,0.0566636086455891
scale(proportion_owner_occupied),0.0318738448303611,0.01552319844659384,2.053303959233671,0.04004310712613386
scale(proportion_no_high_school),0.1360671976684778,0.018650075143330933,7.29579889747168,2.968920807824702e-13
scale(proportion_black),0.08099634256037834,0.017603708471799318,4.601095427712426,4.20274815049516e-6
scale(proportion_hispanic),0.09717862082506476,0.018325335589377767,5.302965413708118,1.1393651445246399e-7
scale(proportion_65_and_over),0.14862845942334432,0.0235900654836919,6.30046828509624,2.967477279213739e-10
scale(proportion_15_to_44),-0.08351504308842402,0.026758763725332962,-3.1210351847966336,0.0018021650052822554
scale(proportion_45_to_64),-0.11893386303627954,0.0209419832340922,-5.679207251138606,1.3532043696247853e-8
scale(days_since_social_distancing),0.017328502158216928,0.07042529196151552,0.24605509860983224,0.8056395807494682
scale(days_since_covid),0.0743577932816746,0.019123873631741648,3.8882181880901028,1.0098282980107488e-4
scale(hospital_beds/population),0.08334784019465866,0.013285193122435828,6.273739450117749,3.5247816770386126e-10
scale(proportion_obsese),0.007930199290951108,0.014697071917502186,0.5395768174412574,0.5894889076991751
scale(proportion_smoke),0.1039897694141563,0.024772695539888295,4.197757536991278,2.695710191896737e-5
scale(summer_mean_maximum_temperature),0.24286095439979957,0.03531650884501333,6.876697678855972,6.1255914308460444e-12
scale(winter_mean_maximum_temperature),-0.23898609350723768,0.04896339832411121,-4.880913124642188,1.0559575543724197e-6
scale(summer_mean_relative_humidity),0.0935749094139032,0.03433135531780602,2.725639828305013,0.006417698660924246
scale(winter_mean_relative_humidity),-0.09112442614837603,0.021578968112717888,-4.222835201034033,2.4124822073467318e-5
