variable,estimate,standard_error,z_value,p_value
(Intercept),-8.302437167973661,0.14469166510747514,-57.38020335730269,0
PM2.5_concentration,0.053803841251003445,0.014593409828940255,3.686858786375259,2.2703926020888157e-4
"factor(population_density_quantile)(14.3,42.1]",0.10077048715377926,0.04798945879557474,2.0998462929753154,0.035742364483375456
"factor(population_density_quantile)(383,7.94e+04]",0.17272174741035004,0.04851319520837194,3.5603045041350603,3.704249996150162e-4
"factor(population_density_quantile)(42.1,107]",0.05535240855964444,0.04283465286152582,1.2922343210901122,0.19627600933226272
"factor(population_density_quantile)[0.218,14.3]",0.06305106827393503,0.06817848359493976,0.9247942305160731,0.3550729522897039
scale(proportion_poor),0.03304657492417248,0.01978809390361675,1.6700231505436922,0.09491478333757034
scale(log(median_house_value)),0.06155427461003059,0.03382954032129339,1.819542152374041,0.06882875798151723
scale(log(median_household_income)),0.08323568747317728,0.03404689572161776,2.4447364644855876,0.014495802037949194
scale(proportion_owner_occupied),0.052758907067175585,0.020393391418192,2.587059012661906,0.009679901237391842
scale(proportion_no_high_school),0.17724094591325254,0.024306914104909948,7.291791345798611,3.058606087415675e-13
scale(proportion_black),0.15008597477218485,0.0223026891342389,6.72950126636407,1.70245605433624e-11
scale(proportion_hispanic),0.11035834077292964,0.023466277784956326,4.70284813741009,2.5655724567132353e-6
scale(proportion_65_and_over),0.07452676848911535,0.030931278892667297,2.409430555643239,0.0159774364157619
scale(proportion_15_to_44),-0.1467547192495332,0.0364429304487493,-4.026973611683572,5.6499370624755355e-5
scale(proportion_45_to_64),-0.11167036689725161,0.027973389003842532,-3.992021377242212,6.551246534778482e-5
scale(days_since_social_distancing),0.01736820622667824,0.0733698593027446,0.23672126935683702,0.8128730333154652
scale(days_since_covid),0.10717633763420037,0.026639824141565162,4.023162355151473,5.742188338056237e-5
scale(hospital_beds/population),0.06563771424069816,0.01823787159633221,3.5989788552902446,3.19469160741152e-4
scale(proportion_obsese),-0.0061036810004860475,0.019150536885291777,-0.31872114275677926,0.7499379805501198
scale(proportion_smoke),0.1522806392792131,0.032620990711143286,4.668179474610323,3.0388039444561335e-6
scale(summer_mean_maximum_temperature),0.19986278219979484,0.04614616654432674,4.3310809362206095,1.4837912440651542e-5
scale(winter_mean_maximum_temperature),0.024257356962714093,0.06141254338085684,0.39499026790470715,0.6928500703273126
scale(summer_mean_relative_humidity),0.01136554885252922,0.04275100230299868,0.26585455873000685,0.790351222853104
scale(winter_mean_relative_humidity),-0.04728224806253888,0.027540310230333997,-1.7168378884294604,0.08600879608626662
