variable,estimate,standard_error,z_value,p_value
(Intercept),-7.624464438085512,0.12701823070531215,-60.02653631489013,0
PM2.5_concentration,0.021290908292294276,0.012275445822219844,1.7344305535327686,0.08284171782159198
"factor(population_density_quantile)(14.3,42.1]",0.11162851115480586,0.04016057706315339,2.779554461562332,0.0054433525022727774
"factor(population_density_quantile)(383,7.94e+04]",0.14681522202133304,0.041140800255803474,3.5686039432502956,3.5888846987279814e-4
"factor(population_density_quantile)(42.1,107]",0.06156604086492806,0.03611309243762082,1.7048122082392376,0.0882294538997157
"factor(population_density_quantile)[0.218,14.3]",0.16291800861185338,0.0560299974009812,2.907692596269875,0.0036410605947463986
scale(proportion_poor),0.020443308232963836,0.016468651918403084,1.2413467923333317,0.21447766579985564
scale(log(median_house_value)),3.439424185347442e-4,0.02804750370838088,0.012262853126282704,0.9902159040378511
scale(log(median_household_income)),0.06074301082169905,0.02808695183647727,2.162677216643014,0.030566014632843204
scale(proportion_owner_occupied),0.04164509213367483,0.016878768081332533,2.467306377633874,0.013613382280110553
scale(proportion_no_high_school),0.15423262098200083,0.020232237911379326,7.623112265561831,2.476313310217506e-14
scale(proportion_black),0.10069471634854428,0.01897852224725271,5.305719541104979,1.1222940104051534e-7
scale(proportion_hispanic),0.09884524742931229,0.019890930182833107,4.969362745771478,6.717330003276912e-7
scale(proportion_65_and_over),0.13086517671493153,0.025631930134651863,5.105552957871659,3.2982859878503943e-7
scale(proportion_15_to_44),-0.09760297755325145,0.029327367654173465,-3.3280510785754736,8.745582996962057e-4
scale(proportion_45_to_64),-0.12260514701523724,0.023063902170092916,-5.315889137538052,1.061377594896923e-7
scale(days_since_social_distancing),0.0042560679974574895,0.0730646036847045,0.05825075047041505,0.953548896288635
scale(days_since_covid),0.08037511679010276,0.020950265354784597,3.836472494690707,1.2481416769869052e-4
scale(hospital_beds/population),0.0797020745685261,0.014611884094186314,5.454606268074455,4.908147585412211e-8
scale(proportion_obsese),0.0027205409696094067,0.015947792508048057,0.17059044179540742,0.8645458140985315
scale(proportion_smoke),0.11568876071982193,0.02702519584416329,4.280774185205676,1.8624426730204548e-5
scale(summer_mean_maximum_temperature),0.2363767598258616,0.03839098018585293,6.15709103236094,7.409326410272538e-10
scale(winter_mean_maximum_temperature),-0.16811382418334614,0.05277296572560897,-3.1856050133215477,0.0014445166787498778
scale(summer_mean_relative_humidity),0.09380082044421664,0.037067812466187386,2.530519450797916,0.011389376983666136
scale(winter_mean_relative_humidity),-0.09141611620165709,0.023355716505510913,-3.914078858599219,9.074997603226217e-5
