variable,estimate,standard_error,z_value,p_value
(Intercept),-9.465521439284602,0.16097945156577323,-58.799563218894214,0
PM2.5_concentration,-0.00469538749921465,0.013922283313106364,-0.3372569997045267,0.7359231719763856
"factor(population_density_quantile)(14.3,42.1]",0.018791254318789457,0.04969445057982603,0.37813587029409595,0.7053296625153389
"factor(population_density_quantile)(383,7.94e+04]",-0.012270288300039692,0.04391774492457806,-0.2793924943348529,0.7799436304943024
"factor(population_density_quantile)(42.1,107]",0.007844923999058413,0.042443216838498,0.18483339820611092,0.8533597111908426
"factor(population_density_quantile)[0.218,14.3]",-0.09613508526920318,0.07494400675311955,-1.2827588146693472,0.199576587314003
scale(proportion_poor),-0.038225824281625985,0.028774461002012235,-1.3284636080221557,0.18402499820246523
scale(log(median_house_value)),-0.10947265916716942,0.03653838419474159,-2.9961001719097404,0.002734565867027431
scale(log(median_household_income)),0.033390134058784916,0.04307132611258048,0.7752288371969157,0.43820445105237216
scale(proportion_owner_occupied),0.03462151497066455,0.02075344010607755,1.6682301726221185,0.09527004341731225
scale(proportion_no_high_school),0.04364432221006412,0.0280754427274424,1.5545372742209291,0.1200563127120136
scale(proportion_black),-0.09554186537631223,0.023556756134607237,-4.055815869993732,4.995960586229231e-5
scale(proportion_hispanic),-0.06595434842932746,0.0386511645935281,-1.7064000301913569,0.08793362500001535
scale(proportion_65_and_over),0.09239271742045933,0.031254974530704756,2.9560963913022267,0.0031155970476105924
scale(proportion_15_to_44),-0.09953616909320748,0.04136115016780608,-2.406513568635782,0.016105605727560188
scale(proportion_45_to_64),2.2986512666517222e-4,0.030752059794141716,0.00747478797205518,0.9940360376187442
scale(days_since_social_distancing),-0.044089294992507674,0.11375848079543072,-0.3875693019476275,0.6983347900886854
scale(days_since_covid),0.08834698374845643,0.04564932159719131,1.9353405627366913,0.052948517844864006
scale(hospital_beds/population),0.08354456115554837,0.019989643424589316,4.179392267336794,2.9228914305151438e-5
scale(proportion_obsese),0.04077003308541873,0.020547156008261385,1.984217819197282,0.04723156291899842
scale(proportion_smoke),0.22979749838780616,0.03566951148164328,6.442406661668681,1.1759368463406068e-10
scale(summer_mean_maximum_temperature),-0.0030025132612952494,0.04601168462575704,-0.06525545164704667,0.947970611139065
scale(winter_mean_maximum_temperature),0.1238928819173969,0.06745111335745299,1.8367803843479094,0.06624232282276665
scale(summer_mean_relative_humidity),-0.10244689313398268,0.04674854039603864,-2.191445813411188,0.028419546894051136
scale(winter_mean_relative_humidity),-0.0403957094884954,0.027692010436039364,-1.4587496123402797,0.1446340355989527
