variable,estimate,standard_error,z_value,p_value
(Intercept),-10.2795948027487,0.23461116900130152,-43.81545365681919,0
PM2.5_concentration,-0.04846456169127306,0.022434781371442756,-2.160242210024994,0.030753924094840755
"factor(population_density_quantile)(14.3,42.1]",-0.1776208205412347,0.0833694184061491,-2.130527283708793,0.03312810575800813
"factor(population_density_quantile)(383,7.94e+04]",-0.1179712253561183,0.07109005109223085,-1.6594618169997477,0.09702276865203534
"factor(population_density_quantile)(42.1,107]",-0.13677696021004912,0.0714227142846815,-1.9150344757953923,0.05548810705846459
"factor(population_density_quantile)[0.218,14.3]",-0.24846052439209293,0.12617415859170178,-1.9691870915985936,0.04893161065186167
scale(proportion_poor),0.10930080190055237,0.04687263286354063,2.3318681973499897,0.019707625985935985
scale(log(median_house_value)),0.08790012065346632,0.05993501165804451,1.4665905323415136,0.1424874770808194
scale(log(median_household_income)),-0.1565457799856132,0.0708279290998568,-2.2102266997656677,0.027089432844123
scale(proportion_owner_occupied),0.007120579479767808,0.033268974935616764,0.2140306244345608,0.8305231756448694
scale(proportion_no_high_school),-0.06900206723250248,0.048036426687424714,-1.436452958532952,0.15087349293227278
scale(proportion_black),0.015756180975656998,0.037328550222920025,0.42209464020337384,0.6729559399501293
scale(proportion_hispanic),0.06514124642294745,0.0596420198193796,1.0922038961829554,0.27474349034163176
scale(proportion_65_and_over),-0.005644168543938063,0.058654285882858315,-0.09622772588537419,0.9233397109169265
scale(proportion_15_to_44),-0.16701571873174148,0.08099029995296901,-2.0621694058267144,0.03919161035675258
scale(proportion_45_to_64),0.07230738829668629,0.05719649965393213,1.2641925420993017,0.20616092701694827
scale(days_since_social_distancing),0.07394427930189659,0.1405673068897778,0.52604180116987,0.5988591637854332
scale(days_since_covid),0.015029378895204913,0.057998386802739894,0.25913442983029505,0.7955315206865874
scale(hospital_beds/population),0.050268416420347135,0.031794335258399385,1.581049454621552,0.11386673048032712
scale(proportion_obsese),0.1083771960286569,0.03403908937333584,3.1839040944953427,0.0014530314532848288
scale(proportion_smoke),0.10453658110506434,0.05750893120503584,1.8177451556587172,0.06910309261370773
scale(summer_mean_maximum_temperature),0.14128060356473848,0.07199539855158205,1.9623560172879124,0.04972104963664734
scale(winter_mean_maximum_temperature),0.11633717103319971,0.10441597423584784,1.114170239607448,0.26520616012820747
scale(summer_mean_relative_humidity),-0.16994938508891655,0.06757835603373787,-2.5148493550815427,0.011908325495307095
scale(winter_mean_relative_humidity),-0.007203191869929807,0.042538887893520366,-0.16933192724643412,0.8655355642670213
