variable,estimate,standard_error,z_value,p_value
(Intercept),-8.628793643154784,0.20183009486457532,-42.752760181500996,0
PM2.5_concentration,-0.029019998212287807,0.011649254143910655,-2.4911464591453916,0.012733161959034683
"factor(population_density_quantile)(14.3,42.1]",-0.085732424586598,0.04004935622710638,-2.14066923074714,0.03230072150315032
"factor(population_density_quantile)(383,7.94e+04]",-0.08201549936393439,0.036151745869103684,-2.2686456045827423,0.0232898859501654
"factor(population_density_quantile)(42.1,107]",-0.08797870353316901,0.03416775587689414,-2.574904358663613,0.01002678081687628
"factor(population_density_quantile)[0.218,14.3]",-0.1249807968485086,0.057400807745504503,-2.1773351588122347,0.029455569740501487
scale(proportion_poor),-0.036513870784231725,0.022968794300912435,-1.5897164781862847,0.1118987276472693
scale(log(median_house_value)),-0.08094386982173542,0.028439487000742628,-2.8461789700925957,0.0044247318971545845
scale(log(median_household_income)),-0.1499444391817766,0.03446063689441155,-4.351180149142658,1.3540673977823315e-5
scale(proportion_owner_occupied),0.019646876732033303,0.017056902063616725,1.1518432045137394,0.2493855104109357
scale(proportion_no_high_school),0.037646755369514444,0.02285911462846614,1.6469034772953743,0.09957788705986852
scale(proportion_black),-0.13543630452772523,0.019858065315346753,-6.820216490226621,9.090341661391992e-12
scale(proportion_hispanic),-0.11216156908328857,0.031757351973159376,-3.5318300209061855,4.1269454043504927e-4
scale(proportion_65_and_over),0.044384385639232825,0.028191994701028397,1.5743613075244285,0.11540394366667571
scale(proportion_15_to_44),-0.1049789077760015,0.03706158946456397,-2.8325527666959864,0.004617794393475879
scale(proportion_45_to_64),0.008493382046461224,0.027336329684150108,0.3106994298282032,0.7560291307495223
scale(days_since_social_distancing),0.12565791806872642,0.18854643250662256,0.6664560893471839,0.5051196215462084
scale(days_since_covid),0.05312784364246756,0.030337404217012108,1.7512323487675128,0.07990589542047725
scale(hospital_beds/population),0.03428234397249919,0.014500490897616871,2.3642195436385833,0.018068101789788734
scale(proportion_obsese),0.10423062553618243,0.016331482620598713,6.382190028767965,1.7457314093397974e-10
scale(proportion_smoke),0.04594955854007816,0.028802185233689475,1.595349733614367,0.11063404991117465
scale(summer_mean_maximum_temperature),0.10481813287680848,0.03680886560809787,2.847632795664008,0.0044045713737310924
scale(winter_mean_maximum_temperature),-0.09634980576475634,0.059447165694660416,-1.6207636586013139,0.10506833520751206
scale(summer_mean_relative_humidity),-0.10285527748469395,0.04001106577421553,-2.570670775557729,0.010150176841364515
scale(winter_mean_relative_humidity),0.05670304063923442,0.023850305519581953,2.3774555253675556,0.017432545057463836
