variable,estimate,standard_error,z_value,p_value
(Intercept),-9.37389827973302,0.15627480778730948,-59.98342543150605,0
PM2.5_concentration,-0.005638160582501814,0.013686148064392833,-0.41196109789069,0.6803679371711631
"factor(population_density_quantile)(14.3,42.1]",0.012691644241753031,0.04871917147668144,0.2605061592196341,0.7944733649165252
"factor(population_density_quantile)(383,7.94e+04]",-0.02162719392857012,0.04312481848359638,-0.5015022599294319,0.6160176877521433
"factor(population_density_quantile)(42.1,107]",0.0013964535453368913,0.041621709247243836,0.03355108597394672,0.9732351280235931
"factor(population_density_quantile)[0.218,14.3]",-0.11885846705279729,0.07381219371449087,-1.6102822727711845,0.10733624746095256
scale(proportion_poor),-0.03925987829165728,0.02831988763482174,-1.3863006378381206,0.1656551221837639
scale(log(median_house_value)),-0.111420527446043,0.0359343154906207,-3.1006720435547224,0.0019308201080565667
scale(log(median_household_income)),0.03821531763023754,0.04228186926795748,0.9038228037661121,0.36608936790662383
scale(proportion_owner_occupied),0.02883360453854962,0.020346815858342592,1.4171064769688413,0.15645179917181043
scale(proportion_no_high_school),0.045090228686080334,0.02762972722092509,1.631946212336534,0.10269081766948505
scale(proportion_black),-0.09633031237524621,0.02330943937144332,-4.132673928368336,3.585672417059257e-5
scale(proportion_hispanic),-0.041919507427109245,0.037874164088767134,-1.106810102233831,0.26837603958620126
scale(proportion_65_and_over),0.09217423115302655,0.03069887283216506,3.0025281923852933,0.00267747172362843
scale(proportion_15_to_44),-0.0985576774824287,0.04089310138974528,-2.4101296828306573,0.01594685106027172
scale(proportion_45_to_64),0.008944548748507435,0.03039894465511479,0.2942387918391919,0.7685754403115199
scale(days_since_social_distancing),-0.07776715752562398,0.10834644115975849,-0.717763838785947,0.4729029134584319
scale(days_since_covid),0.0694590138385674,0.04252754794299245,1.633271072474627,0.10241199793606605
scale(hospital_beds/population),0.08377524552572392,0.018538189847833543,4.519062875791741,6.211394809989722e-6
scale(proportion_obsese),0.04490044883252303,0.020185687370253457,2.224370565586504,0.02612352254052141
scale(proportion_smoke),0.22926232972768698,0.03482837242016393,6.58263116524375,4.6219473720589184e-11
scale(summer_mean_maximum_temperature),-1.902980528814782e-4,0.04522587837062847,-0.004207724863229313,0.9966427312022378
scale(winter_mean_maximum_temperature),0.11235794792195186,0.0659926520639226,1.7025827028912,0.0886461893272852
scale(summer_mean_relative_humidity),-0.08454982112122449,0.04591147821242324,-1.8415835083773464,0.06553609516540881
scale(winter_mean_relative_humidity),-0.04189947142950712,0.02726430408006871,-1.5367885901821823,0.12434508839628287
