variable,estimate,standard_error,z_value,p_value
(Intercept),-11.518260544553158,0.28388951716169597,-40.57303932780533,0
PM2.5_concentration,0.11654928343303822,0.029188597956658673,3.992972996034238,6.525000182187598e-5
"factor(population_density_quantile)(14.3,42.1]",0.24876334833680963,0.10074857301321731,2.4691500921226357,0.013543439910027565
"factor(population_density_quantile)(383,7.94e+04]",0.22990131580603432,0.08851513525856966,2.5973107891034517,0.009395686891122733
"factor(population_density_quantile)(42.1,107]",0.12438111192493298,0.08573771855044653,1.4507163711354107,0.14685885488741954
"factor(population_density_quantile)[0.218,14.3]",0.17890916863048884,0.16334138716847366,1.0953082481536554,0.27338161518464243
scale(proportion_poor),0.041627188857871034,0.05765276575635875,0.7220328168433066,0.4702743014639661
scale(log(median_house_value)),0.08395168351957592,0.07399254702729068,1.1345964815701237,0.25654442802168975
scale(log(median_household_income)),0.11819285704020009,0.08677494550702744,1.3620620139787731,0.1731783149903649
scale(proportion_owner_occupied),0.10076129259211847,0.04219532953408554,2.387972643055747,0.016941602826545724
scale(proportion_no_high_school),0.110512462475437,0.05608304843505902,1.970514541544655,0.048779430080378924
scale(proportion_black),0.27350350902543874,0.04209119394215253,6.497879566004344,8.145997243715771e-11
scale(proportion_hispanic),0.2591085590995865,0.0726370850870559,3.5671662593431948,3.6086253771713936e-4
scale(proportion_65_and_over),-0.04650507807627768,0.06266604705170382,-0.7421096473167962,0.458020905179663
scale(proportion_15_to_44),-0.34453092766941656,0.07184588148184652,-4.79541652998537,1.6233715663167653e-6
scale(proportion_45_to_64),-0.32044194771317874,0.05305398081714397,-6.039922787653108,1.541879924933983e-9
scale(days_since_social_distancing),0.11791482670307749,0.12280036810077243,0.9602155801871395,0.3369467270927681
scale(days_since_covid),0.28473833758649697,0.0904408600292204,3.148337349893635,0.0016420207440532317
scale(hospital_beds/population),0.011139819006466514,0.042416392667397745,0.26263004244179505,0.7928357421489315
scale(proportion_obsese),0.040004259343127596,0.03964058998387821,1.0091741661614342,0.31289111385649043
scale(proportion_smoke),0.21871548329327536,0.06730169841397096,3.249776579900885,0.0011549570742597603
scale(summer_mean_maximum_temperature),0.09455100581101804,0.09217167292788433,1.0258141444931277,0.3049791976022778
scale(winter_mean_maximum_temperature),-0.21241218988827373,0.11436229883158354,-1.8573620157905717,0.06325966674835318
scale(summer_mean_relative_humidity),0.01655560211105945,0.08249718241690407,0.20068081873869095,0.8409481590246696
scale(winter_mean_relative_humidity),-0.07896670900459622,0.05286907157896097,-1.4936276852650594,0.13527295911213155
