variable,estimate,standard_error,z_value,p_value
(Intercept),-10.458814477918969,0.22089888505935248,-47.34661505923323,0
PM2.5_concentration,0.019527981611807663,0.022837322420615317,0.8550906823551127,0.3925009474905672
"factor(population_density_quantile)(14.3,42.1]",0.23065416198517144,0.08357535153188189,2.759834780918423,0.005783060025179908
"factor(population_density_quantile)(383,7.94e+04]",0.11475278889477988,0.07393710156405955,1.5520325583138712,0.1206544334268256
"factor(population_density_quantile)(42.1,107]",0.06240263631589297,0.07213244459393149,0.8651119016856793,0.3869773729073355
"factor(population_density_quantile)[0.218,14.3]",0.07278241948452117,0.13295998329701042,0.5474009373326815,0.5841033114620604
scale(proportion_poor),0.06174691943632084,0.04700383902339907,1.3136569420549347,0.18896167707431025
scale(log(median_house_value)),0.11825577871992919,0.058051498109506515,2.037084012833833,0.04164162370393796
scale(log(median_household_income)),0.033742624508669036,0.06937807116407382,0.48635864247177346,0.6267129079495987
scale(proportion_owner_occupied),0.023996530429641234,0.034036370762951136,0.7050261203454057,0.48079398114826877
scale(proportion_no_high_school),0.12734652038407024,0.045504495216482074,2.798548138557185,0.00513329171202024
scale(proportion_black),0.12819345507437646,0.03507099310364041,3.655255917491251,2.569255522589121e-4
scale(proportion_hispanic),0.3103283937471865,0.05850042155380388,5.304720641402079,1.128456768473397e-7
scale(proportion_65_and_over),-0.08989220078820696,0.052943742579946614,-1.697881494729374,0.08953013057982037
scale(proportion_15_to_44),-0.3171480038181238,0.06575202815149966,-4.823394999883214,1.411350791754737e-6
scale(proportion_45_to_64),-0.18466688669833847,0.047854386936510625,-3.8589332874191813,1.1388301718970274e-4
scale(days_since_social_distancing),0.11011058315286222,0.0923897562649446,1.1918051048549136,0.23333767368067176
scale(days_since_covid),0.2618701837157825,0.07595147029061615,3.4478619401807253,5.650427803236747e-4
scale(hospital_beds/population),0.06581455505082599,0.033371294148965475,1.9721906725294402,0.04858784406662184
scale(proportion_obsese),0.03745973610859913,0.03384829097086433,1.106695051187176,0.2684257957289483
scale(proportion_smoke),0.16587082518178697,0.05510931977674362,3.00985070862343,0.002613761286745069
scale(summer_mean_maximum_temperature),0.242637183198473,0.0747241918540362,3.2471034771768768,0.001165859936302374
scale(winter_mean_maximum_temperature),0.07847157886441762,0.09135313528364596,0.858991633081537,0.3903451321388856
scale(summer_mean_relative_humidity),-0.045033940315963694,0.0640859751780964,-0.7027113216396151,0.48223567063152073
scale(winter_mean_relative_humidity),0.0010782277530076412,0.04171366938626543,0.025848307494201327,0.9793783308962073
