variable,estimate,standard_error,z_value,p_value
(Intercept),-8.630527088942825,0.21418549235209122,-40.29463897935457,0
PM2.5_concentration,-0.003758605704039935,0.011439120326882312,-0.3285747152433642,0.742477162152049
"factor(population_density_quantile)(14.3,42.1]",-0.0556773298742574,0.038147306811296335,-1.4595350112047754,0.14441791161781828
"factor(population_density_quantile)(383,7.94e+04]",-0.06037574886307499,0.03508784234609066,-1.7207028083276203,0.08530476652600918
"factor(population_density_quantile)(42.1,107]",-0.009022620873708392,0.0326377483584904,-0.27644740607117413,0.7822044499800103
"factor(population_density_quantile)[0.218,14.3]",-0.0566909061428716,0.05612858264084694,-1.010018487472289,0.3124864327366412
scale(proportion_poor),-0.045911901463755754,0.021289052628857066,-2.1565967384346028,0.031037098895207362
scale(log(median_house_value)),-0.099478349594942,0.0270040223485645,-3.683834515869083,2.297514291419614e-4
scale(log(median_household_income)),-0.16195058852046004,0.03202085215227599,-5.057660169388991,4.2443190810407005e-7
scale(proportion_owner_occupied),0.021935634180640484,0.015989623985913935,1.371866793113127,0.17010490952220253
scale(proportion_no_high_school),0.02722017434165318,0.021100167880460322,1.2900453918596664,0.1970348983032484
scale(proportion_black),-0.15106367826116496,0.01761350492523125,-8.576582508843373,9.773357035009972e-18
scale(proportion_hispanic),-0.17132418360513416,0.03026359876259184,-5.661064467220738,1.5043689451353115e-8
scale(proportion_65_and_over),0.003355798047287244,0.027401203217391028,0.12246900330119016,0.9025275929555177
scale(proportion_15_to_44),-0.08997638120864804,0.03613662275726601,-2.489894581821608,0.01277809899540769
scale(proportion_45_to_64),0.04786286943615078,0.026569631305985414,1.8014126310201595,0.07163786675918837
scale(days_since_social_distancing),0.10396763762544663,0.20509801268303882,0.5069168455869906,0.6122131653696267
scale(days_since_covid),0.07146145831431167,0.030219832821672676,2.3647205044450756,0.018043682404020905
scale(hospital_beds/population),0.03673811104738461,0.015222348538622402,2.4134325235144924,0.015803053715220408
scale(proportion_obsese),0.06507282063275657,0.015212139293285621,4.277690295767842,1.888425044633796e-5
scale(proportion_smoke),0.08147740039583062,0.027908527674592294,2.919444599365484,0.0035065571599682296
scale(summer_mean_maximum_temperature),0.16870433037879073,0.03678694050696412,4.585984266532124,4.5185262974977835e-6
scale(winter_mean_maximum_temperature),0.15311607837701777,0.05715234606271929,2.679086492949692,0.007382332187984018
scale(summer_mean_relative_humidity),-0.09176579351119873,0.04028705667729182,-2.277798406725587,0.022738591307803778
scale(winter_mean_relative_humidity),0.10614568117578135,0.023114588511748742,4.5921510184717045,4.387007163367825e-6
