variable,estimate,standard_error,z_value,p_value
(Intercept),-10.226169207454982,0.14711899717308605,-69.50950865593418,0
PM2.5_concentration,0.0460327279852442,0.015173865180215396,3.03368505245878,0.002415864944156581
"factor(population_density_quantile)(14.3,42.1]",-0.02322201855645356,0.05932693758144859,-0.3914245282688422,0.695483464764093
"factor(population_density_quantile)(383,7.94e+04]",0.01246550049501079,0.04733605926941938,0.2633404784302335,0.7922881630884496
"factor(population_density_quantile)(42.1,107]",0.004878467068066929,0.04861681714124484,0.10034525818285633,0.9200702279526908
"factor(population_density_quantile)[0.218,14.3]",-0.047407741261806295,0.09639124395774207,-0.4918262210890219,0.6228421983520169
scale(proportion_poor),0.00342335370913499,0.03427451820101856,0.09988043271847526,0.920439251087207
scale(log(median_house_value)),-0.012628961788578998,0.04093053374666579,-0.3085462277805687,0.7576667301402531
scale(log(median_household_income)),-0.013753885915923669,0.049339862590129124,-0.278758091204641,0.78043047838108
scale(proportion_owner_occupied),-4.0858725948868957e-4,0.02316775089458332,-0.017636034734136333,0.9859292095813004
scale(proportion_no_high_school),0.0629516467323861,0.03267248629652316,1.9267479726232248,0.05401104616717174
scale(proportion_black),0.046792864636041424,0.02550451105301309,1.8346897354267584,0.06655167404076921
scale(proportion_hispanic),0.09273506407356212,0.04194697792234703,2.210768657642867,0.027051861299114126
scale(proportion_65_and_over),0.04866362796616068,0.03626853833712537,1.341758730771551,0.17967423729689297
scale(proportion_15_to_44),-0.23412409882891153,0.053679441341285716,-4.361522642167346,1.2916042691531308e-5
scale(proportion_45_to_64),-0.04990457852428751,0.037003379592303376,-1.3486492064813331,0.1774496675684167
scale(days_since_social_distancing),0.14812903597226673,0.06271555572098561,2.3619185745762343,0.018180634913826745
scale(days_since_covid),0.16168012250468664,0.05952278963243128,2.716272599169217,0.006602153252186131
scale(hospital_beds/population),0.03043688776639043,0.02305261140054182,1.3203227711405856,0.18672727602386407
scale(proportion_obsese),0.04847457723599986,0.02330722918162939,2.079808666154414,0.03754308591453923
scale(proportion_smoke),0.0849905824799045,0.0392179585776959,2.1671342813911907,0.03022461663421234
scale(summer_mean_maximum_temperature),-0.01534212389874788,0.04804577228004152,-0.319323078195604,0.7494815341513235
scale(winter_mean_maximum_temperature),-0.006687268631321001,0.06078943425764697,-0.11000708779387564,0.9124037537871745
scale(summer_mean_relative_humidity),0.03332421793235183,0.04215136984342036,0.7905844592036098,0.4291865185412962
scale(winter_mean_relative_humidity),-0.03458952017592473,0.02823308956135698,-1.2251411628455953,0.22052203830110764
