variable,estimate,standard_error,z_value,p_value
(Intercept),-9.099356219974164,0.18686862104144902,-48.69386935731628,0
PM2.5_concentration,0.07438106811902451,0.02167238049927075,3.4320672858953976,5.989989242674537e-4
"factor(population_density_quantile)(186,7.22e+04]",0.34304856873410994,0.0823973303710309,4.16334567138741,3.13618026090149e-5
"factor(population_density_quantile)(33,67]",0.021811476749027673,0.05724572228473657,0.3810149628392979,0.7031921457626156
"factor(population_density_quantile)(67,186]",0.11197647799368426,0.0646967484166868,1.7307898887357827,0.08348924595652332
"factor(population_density_quantile)[0.0385,12.5]",0.0014879171342505571,0.08248312532335574,0.018039048937798213,0.9856077019249738
scale(proportion_poor),0.2411433288167646,0.0493768188640328,4.883735614495386,1.0409462944203546e-6
scale(log(median_house_value)),0.12991719823632336,0.05064525990577455,2.565239046616291,0.010310474440088303
scale(log(median_household_income)),0.2334606713275555,0.06289359974996617,3.711994102033905,2.056327801057378e-4
scale(proportion_owner_occupied),0.0365092280952079,0.03167273873808566,1.1527019623126713,0.24903273573920678
scale(proportion_no_high_school),0.33777029813215903,0.03819592061071095,8.843098758495195,9.309987149935032e-19
scale(proportion_black),0.24079501906415504,0.02848119277354038,8.454527202521469,2.80220464227325e-17
scale(proportion_hispanic),0.09228446627134723,0.03486481232221962,2.6469227890417644,0.008122789675736203
scale(proportion_65_and_over),0.15219085097013604,0.04706612931174278,3.2335535807947804,0.0012226039979163414
scale(proportion_15_to_44),-0.09434121648498413,0.05758486094533453,-1.63829893719015,0.10135934929253791
scale(proportion_45_to_64),-0.08914533964793622,0.04121409406729039,-2.162981903772732,0.03054257148488538
scale(days_since_social_distancing),0.08415422311195112,0.09723316468017867,0.8654888832298415,0.3867705149227426
scale(days_since_covid),0.24558842879733991,0.03940213637260248,6.232870889917154,4.5796360621835765e-10
scale(hospital_beds/population),0.003270245516483606,0.02532008658631235,0.12915617430200457,0.8972340735182295
scale(proportion_obsese),0.012825296050319663,0.023654139134340193,0.5422009221084009,0.5876801001449665
scale(proportion_smoke),0.04119828408771043,0.048049505874517624,0.857413272787876,0.3912165265441088
scale(summer_mean_maximum_temperature),0.12660092086070324,0.05751372393043152,2.201229762375315,0.027719762330760983
scale(winter_mean_maximum_temperature),0.05052493243493682,0.07757063203364112,0.6513409922072696,0.5148263924389527
scale(summer_mean_relative_humidity),-0.05134168157785161,0.05569766542823599,-0.9217923441334022,0.35663690159802136
scale(winter_mean_relative_humidity),0.0037041688544920794,0.03373930467140227,0.10978794289236687,0.9125775534156522
