variable,estimate,standard_error,z_value,p_value
(Intercept),-6.889801318717878,0.10357431769136675,-66.52036404669614,0
PM2.5_concentration,6.365778979572257e-4,0.011190820718127829,0.056883933179810796,0.954637653052811
"factor(population_density_quantile)(186,7.22e+04]",0.09733809143112684,0.04241910432120153,2.294675783205451,0.02175171163478563
"factor(population_density_quantile)(33,67]",0.0016707665807406214,0.029225321366471834,0.05716845880974212,0.9544110032771418
"factor(population_density_quantile)(67,186]",0.0030113812797399153,0.033280826019060336,0.09048397050046957,0.9279026313855657
"factor(population_density_quantile)[0.0385,12.5]",0.03602856958482238,0.03851233130593604,0.9355073651246133,0.34952688948502114
scale(proportion_poor),-1.6027634168051386e-5,0.02486918044760503,-6.444777785025438e-4,0.9994857811663492
scale(log(median_house_value)),-0.08822201401768309,0.024761520983893486,-3.562867324469626,3.668260992058463e-4
scale(log(median_household_income)),0.03707316996669555,0.03097531320680407,1.1968618273261566,0.2313604149063394
scale(proportion_owner_occupied),0.011610477736447647,0.01587600333378073,0.7313224551763,0.4645822178017376
scale(proportion_no_high_school),0.1618823124004808,0.018718045418340365,8.648462421288114,5.219793505792399e-18
scale(proportion_black),0.07064622264189843,0.015335602002228752,4.606680757079591,4.091474100560192e-6
scale(proportion_hispanic),0.0576005562017987,0.017974332711272037,3.204600533831018,0.0013525004749003
scale(proportion_65_and_over),0.21302853399005223,0.02245746229401304,9.48586849222246,2.403729769456312e-21
scale(proportion_15_to_44),-0.03880502052296008,0.024006108826994967,-1.6164644092308569,0.105993942376389
scale(proportion_45_to_64),-0.1210260183189152,0.019150396937705785,-6.319765523012396,2.6196047605362357e-10
scale(days_since_social_distancing),0.018203679834189856,0.06411403287012593,0.2839266073164444,0.7764666255398218
scale(days_since_covid),0.06895773372693627,0.016399526180762784,4.204861345800715,2.612422589725004e-5
scale(hospital_beds/population),0.04663147333126411,0.011068620234869885,4.212943649865161,2.5206396464908713e-5
scale(proportion_obsese),0.0034746973557298654,0.012157082149874557,0.28581672089513016,0.7750185007082695
scale(proportion_smoke),0.045480065713711874,0.024903053880928113,1.826284677018772,0.06780739211117268
scale(summer_mean_maximum_temperature),0.22074481076093616,0.02932144428415267,7.528442617686533,5.13490744699524e-14
scale(winter_mean_maximum_temperature),-0.3019807797868859,0.040805154255558015,-7.400554790103594,1.3561669877914447e-13
scale(summer_mean_relative_humidity),0.07546675921572793,0.028908603880738164,2.610529360984171,0.009040221130161267
scale(winter_mean_relative_humidity),-0.07039660887125031,0.01755963983889918,-4.009000726501432,6.0976228996058105e-5
