variable,estimate,standard_error,z_value,p_value
(Intercept),-5.761869626731276,0.05956561747137931,-96.7314681074161,0
PM2.5_concentration,0.007269783320031465,0.006127483627018437,1.186422316654783,0.23545556287861996
"factor(population_density_quantile)(186,7.22e+04]",0.06634513032266484,0.022719362669625112,2.920202088739296,0.0034980446728657363
"factor(population_density_quantile)(33,67]",0.004836322065841811,0.015652045189858504,0.3089897842216447,0.7573292978543974
"factor(population_density_quantile)(67,186]",0.0437654747941847,0.017843657231461755,2.4527188695946176,0.014178109721648253
"factor(population_density_quantile)[0.0385,12.5]",-0.055397368786648936,0.02120753426947175,-2.6121550993503972,0.008997342544291128
scale(proportion_poor),-0.05409926006070442,0.013495352205091423,-4.008732728019819,6.104545932650421e-5
scale(log(median_house_value)),-0.08064917086797357,0.01340016856037507,-6.018519133144114,1.760199113108671e-9
scale(log(median_household_income)),-0.07997455158134022,0.016743546280838986,-4.776440440987203,1.7842536692815453e-6
scale(proportion_owner_occupied),0.008365217527354083,0.008645124801856047,0.9676225293541315,0.33323292137988275
scale(proportion_no_high_school),0.07776991335385963,0.010145709883144663,7.665300333795357,1.784132167709104e-14
scale(proportion_black),-0.03391006189068855,0.008303554851323983,-4.083800552637003,4.430506127173381e-5
scale(proportion_hispanic),0.00565417859551125,0.009913838546230862,0.5703319223068152,0.5684525935431899
scale(proportion_65_and_over),0.12184097106456307,0.012156219746421362,10.0229325897495,1.2086249008448764e-23
scale(proportion_15_to_44),-0.07083655127729337,0.014090748200799395,-5.027167490884173,4.977775637450836e-7
scale(proportion_45_to_64),-0.039713447596686255,0.010976376693715168,-3.6180835174347927,2.967926306646056e-4
scale(days_since_social_distancing),0.032467453948073245,0.04057558350875316,0.8001722006306874,0.4236110339029824
scale(days_since_covid),0.055422182909889976,0.01617535566821814,3.4263347308514067,6.117859394678789e-4
scale(hospital_beds/population),0.021982191535490376,0.005782879011512323,3.801253924166339,1.4396567099872077e-4
scale(proportion_obsese),0.01706273972719176,0.00660255790805022,2.5842620337169446,0.009758762133804022
scale(proportion_smoke),0.082002101816375,0.013824278344182858,5.9317455692637155,2.9973084559362337e-9
scale(summer_mean_maximum_temperature),0.12309638041993565,0.015787144732095634,7.797254190599636,6.326871658976766e-15
scale(winter_mean_maximum_temperature),-0.10988959646084394,0.02280735792766866,-4.8181642437211805,1.4488508440567434e-6
scale(summer_mean_relative_humidity),0.010445004366235156,0.01596403903423821,0.6542833141308203,0.5129292939151155
scale(winter_mean_relative_humidity),-0.04389433014263177,0.009583373755405336,-4.5802586086005395,4.644013394543391e-6
