variable,estimate,standard_error,z_value,p_value
(Intercept),-5.988448720637969,0.06460570242914496,-92.69226237739127,0
PM2.5_concentration,0.009307987601742392,0.00668268103514397,1.3928522927836946,0.16366446143731248
"factor(population_density_quantile)(186,7.22e+04]",0.04921056260519318,0.024856600632447736,1.9797784633894728,0.04772842738888163
"factor(population_density_quantile)(33,67]",0.0033317046463499523,0.017134171028913698,0.1944479625380033,0.8458251378478812
"factor(population_density_quantile)(67,186]",0.034211124809170594,0.01953188880720048,1.7515523023333297,0.0798508203597334
"factor(population_density_quantile)[0.0385,12.5]",-0.059164974002625444,0.023155531950018574,-2.555111846721275,0.01061536819350527
scale(proportion_poor),-0.051839715389919695,0.014750297987811026,-3.5144859739618597,4.406059391229623e-4
scale(log(median_house_value)),-0.07801963604518687,0.014635027022707471,-5.331020976191767,9.766213622962859e-8
scale(log(median_household_income)),-0.0699663772012774,0.018281829571329233,-3.8270993025229414,1.2966221567510273e-4
scale(proportion_owner_occupied),0.00638108831472883,0.00943841645156072,0.6760761561515612,0.49899229435395775
scale(proportion_no_high_school),0.08446355242909756,0.011042653453074201,7.648845704343232,2.0279138958573367e-14
scale(proportion_black),-0.01483279523402298,0.009050403665032567,-1.6389097970658977,0.10123204704835326
scale(proportion_hispanic),0.012331994777082966,0.010759733892343757,1.146124513902521,0.2517436358415053
scale(proportion_65_and_over),0.13600875757718936,0.013269705884926907,10.249568359437571,1.188731910752667e-24
scale(proportion_15_to_44),-0.06374834539487384,0.015248234075905866,-4.180703488517682,2.9060861347029746e-5
scale(proportion_45_to_64),-0.050421407294866945,0.011907460060764447,-4.234438498014155,2.2912347827110068e-5
scale(days_since_social_distancing),0.0012807267059126942,0.04365994375811136,0.02933413549518727,0.9765981024210251
scale(days_since_covid),0.053102110107116726,0.016174704770972843,3.283034272280127,0.0010269617959215067
scale(hospital_beds/population),0.024146643963346072,0.0063652694826387855,3.793499085813385,1.4853917817367893e-4
scale(proportion_obsese),0.01607303706056572,0.007211284955639467,2.228872823559145,0.0258223677983104
scale(proportion_smoke),0.07692748568394629,0.015049414448741137,5.111659722440641,3.193406597189341e-7
scale(summer_mean_maximum_temperature),0.13115264937878335,0.017239264576169207,7.607786793879998,2.7882930155692718e-14
scale(winter_mean_maximum_temperature),-0.09843825066131338,0.0246737289530601,-3.9895976343334527,6.618547226314586e-5
scale(summer_mean_relative_humidity),0.00865125555386932,0.017433726932804934,0.49623672478145264,0.6197274032088709
scale(winter_mean_relative_humidity),-0.029728921765261002,0.010433092386533257,-2.8494832273923176,0.004379031458096464
