variable,estimate,standard_error,z_value,p_value
(Intercept),-9.470272829102122,0.23853853503646727,-39.701228263409625,0
PM2.5_concentration,0.03681468132809437,0.028563686441908227,1.2888630955589964,0.19744568595007236
"factor(population_density_quantile)(186,7.22e+04]",0.39107087078961095,0.11027157368455709,3.5464341146369094,3.904823705625205e-4
"factor(population_density_quantile)(33,67]",9.718412488773872e-5,0.07614810020864368,0.0012762514707715218,0.9989816989322072
"factor(population_density_quantile)(67,186]",0.1331903676195195,0.08642230027178964,1.5411574003544095,0.12327848255492652
"factor(population_density_quantile)[0.0385,12.5]",-0.02546064680691265,0.11377101382738182,-0.22378852003149605,0.8229218631290763
scale(proportion_poor),0.2669471502154348,0.0678462631128473,3.9345888478990663,8.33392362843891e-5
scale(log(median_house_value)),0.16482750825285397,0.06922386544081245,2.3810792304538992,0.017261998750385327
scale(log(median_household_income)),0.30393150047499534,0.08773261700170305,3.464293108560702,5.316269030620336e-4
scale(proportion_owner_occupied),0.05018938045735827,0.0427357822795133,1.1744111791167111,0.24023036966807362
scale(proportion_no_high_school),0.48091228249580825,0.05233812635037418,9.188565125093938,3.9811622769012416e-20
scale(proportion_black),0.3789211948534863,0.037765957034560066,10.03340639578473,1.0870042689548067e-23
scale(proportion_hispanic),-0.04276744691527472,0.049057853509600687,-0.8717757475244015,0.38333072769349663
scale(proportion_65_and_over),0.20170758008075487,0.06531223217547875,3.088358388039986,0.002012655903675258
scale(proportion_15_to_44),-0.09132080781194993,0.08444029965212191,-1.0814837013626717,0.2794820068921072
scale(proportion_45_to_64),-0.16009858696744597,0.05811048653362837,-2.7550722170394737,0.005867918207600574
scale(days_since_social_distancing),0.13723475837296445,0.10945636535659775,1.2537850852791201,0.20992013172951735
scale(days_since_covid),0.6032893328893426,0.06658973368166089,9.059794949375075,1.306960142256114e-19
scale(hospital_beds/population),-0.021380959964677444,0.03397135283493267,-0.6293820581290318,0.529098961240929
scale(proportion_obsese),-0.01020421976851262,0.031755511086650715,-0.32133697173597814,0.7479550414278721
scale(proportion_smoke),-0.038383454649827016,0.06420778066895623,-0.5978006753998429,0.5499729399660862
scale(summer_mean_maximum_temperature),0.19532324304743987,0.07470878930737856,2.614461362020076,0.008936826798851808
scale(winter_mean_maximum_temperature),-0.24685709648552084,0.09959768178411105,-2.4785425931962033,0.013192035932366446
scale(summer_mean_relative_humidity),-0.002273735928212688,0.07056743665868172,-0.03222075274195122,0.9742960064754356
scale(winter_mean_relative_humidity),-0.06366052217894393,0.04459047049558207,-1.427671012918585,0.15338657329740688
