variable,estimate,standard_error,z_value,p_value
(Intercept),-6.508701546779628,0.08789643924262878,-74.04966120200898,0
PM2.5_concentration,6.834816539194507e-4,0.009236548187055658,0.07399751942801532,0.9410123590607985
"factor(population_density_quantile)(186,7.22e+04]",0.09299263391551345,0.03474683169013961,2.6762910283386416,0.007444197257049718
"factor(population_density_quantile)(33,67]",0.010439789047526803,0.023919263172345617,0.4364594750392153,0.6625033955451001
"factor(population_density_quantile)(67,186]",0.01908213452370301,0.027278483791505537,0.6995306142948144,0.484220487663768
"factor(population_density_quantile)[0.0385,12.5]",-0.026993149326427254,0.031904958581390426,-0.8460487186518982,0.3975255667019764
scale(proportion_poor),-0.03306119536892166,0.020351087840602577,-1.6245419226662208,0.10426020069525195
scale(log(median_house_value)),-0.09612739661096088,0.020361209241321582,-4.721104501783587,2.345673761280348e-6
scale(log(median_household_income)),0.008159789796030072,0.025274882871353623,0.32284184411704325,0.7468150213579958
scale(proportion_owner_occupied),0.0017056425257520286,0.013083004370300064,0.13037085958818717,0.8962730204779439
scale(proportion_no_high_school),0.13541653913186416,0.01540062689277642,8.792923825417818,1.4571727210792278e-18
scale(proportion_black),0.027887486478796967,0.012580544995362446,2.216715292467624,0.026642553109752866
scale(proportion_hispanic),0.03911153414471005,0.014814718002390754,2.640045807041238,0.008289482209761993
scale(proportion_65_and_over),0.20873877931163215,0.018469347138574496,11.301903513181953,1.2840414136602063e-29
scale(proportion_15_to_44),-0.03327316968497152,0.020209497484922952,-1.6464125201427973,0.09967885714039358
scale(proportion_45_to_64),-0.1064205756203117,0.015991398092184594,-6.654863759055699,2.83562598828586e-11
scale(days_since_social_distancing),0.022065918288689364,0.05755181529604561,0.38340959664230634,0.7014160889227464
scale(days_since_covid),0.0570648133212608,0.014808518127995126,3.853512743681032,1.164352001749932e-4
scale(hospital_beds/population),0.03855050144406773,0.008829097593407798,4.36630142958792,1.2636806194426361e-5
scale(proportion_obsese),-8.600605842239584e-4,0.010018405931342492,-0.08584804709632166,0.9315872113710998
scale(proportion_smoke),0.06964928999604651,0.020618101181536272,3.3780651953739653,7.299777186021867e-4
scale(summer_mean_maximum_temperature),0.20596942696975518,0.024250040896493498,8.4935702932995,2.0038418216503023e-17
scale(winter_mean_maximum_temperature),-0.26826875233261677,0.03417529778231969,-7.849785363725592,4.16749882615331e-15
scale(summer_mean_relative_humidity),0.06268883298704471,0.024094673301048457,2.6017714456546237,0.009274363740349555
scale(winter_mean_relative_humidity),-0.07016302528886806,0.01453054503341509,-4.828657502352323,1.3745659111926473e-6
