variable,estimate,standard_error,z_value,p_value
(Intercept),-7.823778186219944,0.13610574536031098,-57.48308541647641,0
PM2.5_concentration,0.03197668074488146,0.015703939553795617,2.036220314994319,0.04172823720559227
"factor(population_density_quantile)(186,7.22e+04]",0.14050720145130705,0.05956601435913301,2.358848463557872,0.0183317398091132
"factor(population_density_quantile)(33,67]",0.003516828269252827,0.0411282886271357,0.08550874317032699,0.9318569448864655
"factor(population_density_quantile)(67,186]",-0.013726508715160988,0.04669063783952512,-0.29398846000645246,0.7687667215123869
"factor(population_density_quantile)[0.0385,12.5]",0.04544170439709358,0.05633908800696618,0.8065750796582798,0.4199113359718684
scale(proportion_poor),0.10154467470001537,0.03498265121183666,2.902715236907399,0.003699428502261116
scale(log(median_house_value)),0.0346091524833867,0.03535934652958569,0.9787837129407557,0.3276868588446693
scale(log(median_household_income)),0.1269705859347302,0.044034344397097455,2.8834444493988998,0.003933520178820002
scale(proportion_owner_occupied),0.041655319962315314,0.022547593508095855,1.8474397255458197,0.06468343619508098
scale(proportion_no_high_school),0.2504945081800073,0.02679436301515103,9.348776383986575,8.86675309920221e-21
scale(proportion_black),0.14927572735179595,0.02128932682999247,7.0117636195756,2.3533256484563295e-12
scale(proportion_hispanic),0.06806898756252446,0.024980577566028745,2.72487645181959,0.006432555260402325
scale(proportion_65_and_over),0.1873385091412552,0.032156865971681096,5.825770126548856,5.684982311668011e-9
scale(proportion_15_to_44),-0.06826383820216235,0.034839995363867615,-1.9593526775539825,0.0500714985785834
scale(proportion_45_to_64),-0.1234422643794453,0.02764412417854876,-4.465406955277455,7.991669845093367e-6
scale(days_since_social_distancing),-0.011226804503441469,0.07113314022979811,-0.15782804565035205,0.8745922983928707
scale(days_since_covid),0.08298042021703804,0.023484711491412062,3.5333804397547097,4.102816139048504e-4
scale(hospital_beds/population),0.05926779172468403,0.016431811630391837,3.6068933272740247,3.0988497963783376e-4
scale(proportion_obsese),-0.009332431704433868,0.01700022854541863,-0.5489591907250478,0.5830334561049921
scale(proportion_smoke),0.07340052438328869,0.03457500216162372,2.1229362196471264,0.03375919683355876
scale(summer_mean_maximum_temperature),0.2274986657852931,0.04128509991434682,5.510430306751806,3.5795752240743035e-8
scale(winter_mean_maximum_temperature),-0.12419455033563437,0.05531520580249017,-2.245215371322787,0.0247543097832932
scale(summer_mean_relative_humidity),0.07830592705373349,0.039248495555475105,1.9951319393390081,0.046028491687668455
scale(winter_mean_relative_humidity),-0.04943553145741164,0.024304997421621996,-2.033965714945242,0.04195505236211857
