variable,estimate,standard_error,z_value,p_value
(Intercept),-5.817089082637989,0.061155614308689085,-95.11946120393215,0
PM2.5_concentration,0.005971948307811673,0.0063017106374794315,0.9476709819542496,0.34329697795977615
"factor(population_density_quantile)(186,7.22e+04]",0.07540250819360152,0.023400691721800697,3.2222341582900547,0.0012719513866847252
"factor(population_density_quantile)(33,67]",0.009088911383158614,0.016124977351879254,0.5636542107824645,0.5729894853820052
"factor(population_density_quantile)(67,186]",0.04967388078824873,0.018379637714928024,2.702658319968047,0.006878741669320708
"factor(population_density_quantile)[0.0385,12.5]",-0.05557648269682118,0.021812047873045172,-2.5479717915666837,0.010835123196911586
scale(proportion_poor),-0.05317984858165114,0.013894374641376066,-3.8274373589500628,1.294843221177021e-4
scale(log(median_house_value)),-0.08052904372024738,0.013781682127998981,-5.843194101585314,5.120929000342315e-9
scale(log(median_household_income)),-0.07730418361894577,0.01722297119178044,-4.4884348210394,7.1748368760522635e-6
scale(proportion_owner_occupied),0.008936244243247045,0.008895603565538916,1.0045686250976347,0.3151046112895897
scale(proportion_no_high_school),0.07821549694598098,0.010432454339255543,7.497324637374106,6.513352561476882e-14
scale(proportion_black),-0.028405119628990547,0.008547184956611944,-3.3233304033062807,8.894949160278662e-4
scale(proportion_hispanic),0.010833989728016323,0.0101976104913061,1.062404740527476,0.28805198263888354
scale(proportion_65_and_over),0.12476310867917982,0.012496568643534501,9.983789329539674,1.794786152976469e-23
scale(proportion_15_to_44),-0.07020620911614975,0.014436003513565904,-4.8632718224386045,1.1546111182523847e-6
scale(proportion_45_to_64),-0.04038208663700672,0.011266982621867259,-3.584108362662431,3.3823165143319247e-4
scale(days_since_social_distancing),0.02849484570598804,0.04156253891898168,0.6855896306415101,0.49297192223637765
scale(days_since_covid),0.05415427663229223,0.016102050297823557,3.3631913719467152,7.704693276816584e-4
scale(hospital_beds/population),0.02221971315881681,0.005940061714923613,3.7406535866441826,1.835423475403972e-4
scale(proportion_obsese),0.016791454228042513,0.006798555701320116,2.4698560938144576,0.013516741510415438
scale(proportion_smoke),0.0810518031692534,0.014229485069288358,5.696046116537858,1.2261772358380931e-8
scale(summer_mean_maximum_temperature),0.12676584690273643,0.016245345093366427,7.803210468856066,6.035177125623243e-15
scale(winter_mean_maximum_temperature),-0.1143883372650274,0.02340752244605505,-4.88681950550925,1.0247796204180943e-6
scale(summer_mean_relative_humidity),0.007240807549940685,0.01640519551531464,0.44137282869815353,0.658943109554829
scale(winter_mean_relative_humidity),-0.0392448294454729,0.009843887347223239,-3.9867206989668635,6.699281089237058e-5
